product_id,name,price,rating,reviews_count
102363058,Кофе Lavazza Gold Selection зерновой в пакете 1000 г,16900.0,4.8,25.0
143659832,Кофе Massimo Coffee Ethiopia Aricha зерновой 250 г,9750.0,4.8,4.0
101405127,Кофе Delonghi Selezione Espresso зерновой в пакете 250 г,5990.0,4.8,33.0
102141881,Кофе Master Coffee Коста-Рика Тарразу Колибри зерновой 1000 г,15990.0,4.9,32.0
105056201,Кофе растворимый EGOISTE Noir сублимированный 100 г,5199.0,4.8,28.0
145116637,Кофе Delonghi Signature Brew зерновой 250 г,5490.0,5.0,11.0
117068170,Кофе Kimbo Delonghi Espresso Gourmet зерновой 1000 г,15990.0,4.9,10.0
106711858,Кофе растворимый Jacobs Intense порошковый 24 шт по 12 г,2323.0,4.8,14.0
108061334,Кофе Coffeelogia Бразилия Декаф зерновой 1000 г,14900.0,5.0,5.0
101152093,Кофе растворимый NESCAFE Classic с молотой арабикой порошковый 1000 г,15500.0,4.8,43.0
108192783,Кофе Sunday Coffee Crema Бразилия зерновой 250 г,4800.0,4.9,22.0
108698874,Кофе Lavazza Top Class зерновой 1000 г,15800.0,4.8,17.0
142097068,Кофе Serikov Coffee Moscow blend зерновой 1000 г,15500.0,5.0,8.0
106727956,Кофе растворимый Jacobs Caramel гранулированный 24 шт по 15 г,2798.0,5.0,11.0
106378331,Кофе Coffeelogia Номад Бленд зерновой 1000 г,12450.0,5.0,23.0
132160849,Кофе Grossa Brazil Cerrado зерновой 200 г,3300.0,4.9,11.0
140732870,Кофе Gutenberg со вкусом фисташки зерновой 100 г,1900.0,4.6,5.0
145851322,Кофе Caffe Antico Cremoso зерновой 1000 г,13378.0,5.0,4.0
101227716,Кофе Coffeelogia Вьетнам Далат зерновой 250 г,4350.0,4.6,12.0
106127795,Кофе Green Roast Арабика Колумбия зерновой в пакете 1000 г,15700.0,4.9,24.0
115672288,Кофе Local coffee Brazil Decaf зерновой 1000 г,16000.0,4.9,8.0
141058650,Кофе растворимый NESCAFE Ice порошковый 276 г,2435.0,4.9,4.0
110146875,Кофе Lavazza Crema Classica зерновой 1000 г,16389.0,4.9,29.0
104573699,Кофе Green Roast Бродвей зерновой в пакете 1000 г,12300.0,4.6,12.0
143454521,Кофе Serikov Coffee Кения Матунда зерновой 200 г,4800.0,5.0,5.0
131136707,Кофе растворимый Jacobs Caramel Latte порошковый 20 пакетиков,3476.0,5.0,16.0
113305288,Кофе Lavazza Qualita Rossa зерновой 2 упаковки по 250 г,7566.0,5.0,20.0
140751375,Кофе Gutenberg Венские вафли зерновой 100 г,1900.0,4.9,7.0
106127747,Кофе Green Roast Арабика Бразилия зерновой в пакете 500 г,7300.0,4.8,74.0
140751414,Кофе Gutenberg Грильяж зерновой 100 г,1900.0,4.8,5.0
104267855,Кофе Sunday Coffee Presto зерновой арабика/робуста 1000 г,13000.0,4.8,6.0
108933836,Кофе Sunday Coffee Perfecto зерновой 1000 г,13000.0,4.9,9.0
104363641,Кофе Gutenberg зерновой с ароматом фисташки 250 г,5275.0,4.9,15.0
106377671,Кофе Coffeelogia Кения Центральная зерновой 500 г,7900.0,5.0,26.0
102505916,Кофе Guten Berg Черри бренди зерновой 250 г,5275.0,5.0,14.0
100825408,Кофе Lavazza Gran Espresso зерновой 1000 г,16800.0,4.6,30.0
129879135,Кофе Grossa Brazil Fenix зерновой 1000 г,11500.0,4.9,6.0
140733148,Кофе Gutenberg арома ваниль зерновой 100 г,1900.0,4.8,1.0
103829581,Кофе растворимый Jacobs Коллекция кофейных напитков 3в1 сублимированный 1663 г,10433.0,4.9,53.0
104573732,Кофе Green Roast Бродвей зерновой в пакете 500 г,6500.0,4.9,9.0
102903950,Кофе Guten berg Вишня на бурбоне зерновой ароматизированный в пакете 250 г,5275.0,5.0,11.0
117702328,Кофе растворимый Maxim White Gold сублимированный 20 пакетиков,3700.0,4.9,5.0
108061330,Кофе Coffeelogia Бразилия Декаф зерновой 500 г,8600.0,4.9,8.0
106377509,Кофе Coffeelogia Бразилия Сантос Венская обжарка зерновой 500 г,7450.0,4.9,19.0
121065347,Кофе Caffe Antico Duomo зерновой 1000 г,13996.0,4.9,28.0
101227497,Кофе Coffeelogia Эспрессо Бленд зерновой 500 г,7050.0,4.9,34.0
102935565,Кофе Guten berg Баунти зерновой ароматизированный в пакете 1 кг,18190.0,4.8,7.0
144744056,Кофе Serikov Coffee Эфиопия Саломон зерновой 200 г,4200.0,5.0,1.0
133959987,Кофе Delonghi Espresso Classic зерновой 1000 г,19990.0,5.0,17.0
102930044,Кофе Guten berg зерновой Бейлис ароматизированный в пакете 250 г,5275.0,4.7,11.0
106366556,Кофе Coffeelogia Бразилия Сантос Венская обжарка зерновой 250 г,4250.0,4.7,12.0
123595880,Кофе Coffeelogia Colombia Supremo Венская обжарка зерновой 1000 г,13300.0,5.0,9.0
115672306,Кофе Local coffee Columbia Supremo зерновой 1000 г,14000.0,5.0,5.0
107970841,"Кофе Carte Noire Original, Crema Delice зерновой 2 упаковки по 800 г",23732.0,5.0,19.0
144017102,Кофе растворимый Jacobs Dubai Chocolate Style порошковый 10 пакетиков,2200.0,4.8,15.0
102929767,Кофе Guten berg зерновой ароматизированный Апельсин в шоколаде в пакете 250 г,5275.0,4.9,9.0
105074217,Кофе растворимый BUSHIDO Black Katana сублимированный 100 г,6999.0,4.8,22.0
101892030,Кофе Lavazza L'Espresso Gran Aroma зерновой 1000 г,16079.0,4.8,10.0
121601208,Кофе Caffe Antico La Scala зерновой 1000 г,13786.0,4.9,17.0
109580812,Кофе Guten berg Крем-карамель зерновой 1000 г,17800.0,4.9,9.0
100799466,Кофе растворимый Jardin Guatemala Atitlan сублимированный 150 г,3950.0,4.9,17.0
101227000,Кофе Lavazza Oro Mountain Grown зерновой в пакете 1000 г,16000.0,4.6,16.0
101227013,Кофе растворимый Trung Nguyen G7 3 в 1 сублимированный 50 шт,9900.0,4.9,53.0
101144056,Кофе растворимый Bushido Red Katana сублимированный 100 г,7000.0,4.8,17.0
103541882,Кофе Grossa Honduras San Marcos SHG зерновой в пакете 1000 г,13000.0,5.0,20.0
106366549,Кофе Coffeelogia Кремо Бленд зерновой 250 г,4050.0,5.0,14.0
121230353,Кофе Local coffee London Blend зерновой 250 г,3000.0,4.9,8.0
102930012,Кофе Guten berg зерновой ароматизированный Крем-Брюле в пакете 1 кг,17800.0,4.9,5.0
103727913,Кофе растворимый Jacobs Iced Latte Original порошковый 215 г,2200.0,5.0,13.0
100207950,Кофе растворимый MacCoffee Gold сублимированный 30 г,909.0,4.8,16.0
100238561,Кофе растворимый Jacobs Latte 3 в 1 порошковый 13 г,95.0,4.8,15.0
100207921,Кофе растворимый Jacobs Monarch сублимированный 33 г,1155.0,4.9,27.0
101659830,Кофе растворимый Fes Aroma Instant 3 в 1 порошковый 18 г,63.0,4.8,39.0
130314345,Кофе растворимый Jacobs Gold сублимированный 190 г,7099.0,5.0,14.0
101184986,Кофе растворимый NESCAFE Gold Aroma Intenso сублимированный 85 г,2099.0,4.8,53.0
100240142,Кофе растворимый MacCoffee 3 в 1 Классик порошковый 16 г,99.0,4.8,16.0
102926174,Кофе растворимый Jardin Gold №4 сублимированный 95 г,2289.0,4.7,25.0
105057026,Кофе растворимый NESCAFE strong порошковый 14.5 г,89.0,5.0,14.0
